,review,rating
752,excellent,5 stars
753,excellent,5 stars
754,excellent,5 stars
755,good,4 stars
756,good,4 stars
757,good,4 stars
758,bad,1 star
759,bad,1 star
760,neutral,3 stars
761,excellent,5 stars
762,good,4 stars
763,good,4 stars
764,neutral,3 stars
765,excellent,5 stars
766,neutral,3 stars
767,neutral,3 stars
768,good,4 stars
769,neutral,3 stars
770,neutral,3 stars
771,excellent,5 stars
772,neutral,3 stars
773,excellent,5 stars
774,neutral,3 stars
775,good,4 stars
776,good,4 stars
777,good,4 stars
778,excellent,5 stars
779,neutral,3 stars
780,bad,1 star
781,neutral,3 stars
782,excellent,5 stars
783,excellent,5 stars
784,excellent,5 stars
785,poor,2 stars
786,neutral,3 stars
787,poor,2 stars
788,good,4 stars
789,good,4 stars
790,excellent,5 stars
791,excellent,5 stars
792,good,4 stars
793,bad,1 star
794,neutral,3 stars
795,excellent,5 stars
796,bad,1 star
797,bad,1 star
798,good,4 stars
799,poor,2 stars
800,horrible customer service large fry much salt inedible salt front car seat employee entire box salt mile picture show manager bridgit next time good star,1 star
801,whole family drive line 20min fact burger weird ate way fry salty soggy disgusting money type food service night hour,1 star
802,worth effort construction old food twice food fresh chicken sandwich hour small drop mayo stale first time second time nugget fry milkshake receipt park food ready spot open car front move building spot first shake min forgot milkshake receipt shake fry old cold shake,4 stars
803,drive thru today quick free street parking lot clean pay clerk card reader card machine safe guess food typical mcdonald good warm hot large diet cheeseburger soda,5 stars
804,walkin staff attention kid min ketchup window,1 star
805,brodheadsville last time location wife soda disabled advantage curbside delivery app anymor,2 stars
806,early mobile app minute breakfast sandwich minute work incompetent staff child store issue soda,1 star
807,location clean modern staff efficient quality food preparation great price good,5 stars
808,awful service fry cold cheese burger charge honey mustard,1 star
809,food french fry cold full mention dollar minute,1 star
810,food different time wrong sandwich usual mcdonald top employee female worker purse manager wrong way act manager boyfriend victim employee cop girlfriend money employee money last week establishment inside place locked car employee,3 stars
811,gross start warm taste bad look quarter pounder cheese half sandwich good thing fry,1 star
812,curbside unavailable hour freeze order screen particular locationi great service new phone multiple issue old order reprocess old orderss wrong food ready window staff interested proving chicken nugget people adequate new order food,2 stars
813,child bad employee simple task fry way salt,3 stars
814,awful service minute busy,1 star
815,terribleagain location thing decent sandwich double quarter pounder cheese overdone patty cheese burger callphone ring ring fax noise,1 star
816,dirty window person order sick bad mcdonald,1 star
817,staff polite tonight 25min spot food,3 stars
818,food cold ask cup meal,1 star
819,clean place pleasant noticed meat quality,5 stars
820,order time row issue time proof meal sad state affair,1 star
821,horrible customer service breakfast employee job annoyed moment order regret hash brown upset angry food cold horrible experience,1 star
822,clean polite people pie order,4 stars
823,order right ask,5 stars
824,good year bad work mobile app lose order app food,2 stars
825,sorry rate year fry thin good spicy chicken sandwich lettuce tomato crispy chicken spicy sauce pickle lettuce tomato oh order deluxe cheap food price pleased disappointed,2 stars
826,glad mcdonald coffee frappe price special sale repeat simple step coffee order several time worker 1st wrong employee order running car worker size drink med size small week girl order great customer service coffee price low drink small fair price regular,2 stars
827,breakfast home sausage mcmuffin egg hash small coffee creamer sugar side cream sugar guess attention headset,2 stars
828,place nasty employee customer service revamp managerial team,1 star
829,late night occasion fry hot fresh lucky little warm,5 stars
830,manager way rush apple pie kid exception service,5 stars
831,thru experience bad order wrong order waiting minute,2 stars
832,morning funeral order pancake cold egg mcmuffin sausage sausage cheese cold cold light black sugar window move minute food person maintenance man,1 star
833,issue item previous order store manager care polite good customer service issue manager,5 stars
834,drive quick order correct napkin ketchup condiment food chicken nugget warm little bitter due oil guy order dipping sauce quarter pounder stale lot big thick onion onion average experience,3 stars
835,food warm cheese cold dysfunctional restaurant,2 stars
836,bad mcdonald staff rude disinterested drink outside customer food booth dirty chicken nugget inedible oil star review,1 star
837,good item day large fry wonderful woman early shift window thank friendly rock,3 stars
838,sandwich way way big mess,1 star
839,fast food place mcdonald,1 star
840,order total wrongpancake cold bacon raw cold coffee black egg mcmuffin wrong cold person rude curse food minute pancake egg mcmuffin sausage mcmuffin nasty orange juice warm food maintenance man,1 star
841,location card item drivethru manager rude short charge quality food sub par visit fry long time fast food location,1 star
842,moment lady bad attitude order hash brown coffee item look bag lady,1 star
843,fine service wrong meal,3 stars
844,order crispy chicken bag time fry home find piece bbq sauce double cheese burger nugget half burger check food people dog,2 stars
845,bit double cheeseburger time child single,1 star
846,bit food order several time check forgot least main item napkin straw drink lid drink entire,1 star
847,place new mgr people food original review new manager nice shop different employee work customer,1 star
848,price worth food,3 stars
849,price breakfast ridiculous hash brown sausage egg cheese,1 star
850,mcdonald year breakfast sandwich thank egg crispy bacon impressed,4 stars
851,disgusting fix septic call drive raw sewage nasty,1 star
852,rare self indulgent treat disappointed window reasonable explanation minute car order way sandwich box room,1 star
853,chicken sandwich common many mcdonald free salad nice lunch today,3 stars
854,good today different girlfriend piece nugget piece order people correct mistake,2 stars
855,mcdonald brodheadsville five5 star new manager name location zero0 star rating five5 star dinner week week row food great lot mcdonald food hot food new manager standard high location employee big hand caring staff customer great job,5 stars
856,price much high mcdonald area wind gap soda good employee rude,2 stars
857,slow place folk,2 stars
858,great place friendly staff,5 stars
859,recent time great fry hot crispy star time last fry cold right gate,4 stars
860,able dinner minute moment line window food order accurate warm neat tasty staff pleasant deal calm massive dinner rush,5 stars
861,food hot delicious employee helpful kind place,5 stars
862,machine order big breakfast meal pancake bad service world,1 star
863,wind gap manager customer good product customer staff friendly helpful sure burger big mess hand hot fry employee sure people hot fry good mcdonald,5 stars
864,minute kid meal,1 star
865,food hot husband bagel stale wasok guess place clean table garbage one whole time people manager onno clean busy cashier new bit rude meal separate hash brown manager hash brown expensive cause withthen cashier manager front meal meal meal unprofessional disgusted whole experience,2 stars
866,double mac meal single meal food meal wrong manager next visit complimentary order right order money benefit benefit doubt 1st bad experience mcdonald mcdonald,1 star
867,bad opinion tonight sauce fry stale usual corporate time nice overhaul busine time,1 star
868,morning food minute line meal rush appointment call hold needless say manager phone rude car front pull get meal leave window yelled form respect customer entire staff work unprofessional needless say disgusting way team today little brother member mine family member wernprofessional money business,1 star
869,1st spelling place lock difficult order due picky kid time sure order perfect time drink management point flow staff sure guest care location,5 stars
870,people great deal day,3 stars
871,parking availability sufficient customer volume fence restaurant terrible service cold food old fry vegetable bad attitude,3 stars
872,quick bit fare price,4 stars
873,place min food min real bizarre behavior,1 star
874,nice clean friendly cashier knowledgeable patient people mind food choice food well mcdonald much,4 stars
875,unprofessional bad manager staff crazy manager stupid dirty staff front dirty way manager staff mgr staff name helpful rest,1 star
876,online food orderso order againbut coupon good experience,2 stars
877,mcdonald lot last time good fry cold burger happy last meal,2 stars
878,hometown mcdonald wife twice week old style year small playyard people afraid ballpit month year ample seating seat clean good order walkin order accurate fast drive fast time exact time wrong perfect right rt209 easy south ice cream shop street busy little area brodheadsville overall nice facility,4 stars
879,hamburger burger extra pickle patty bread mustard mustard hamburger home vomit horrible sick whole rest day,1 star
